ACTION,TOPIC,UTTERANCE
C_SILENT_OR_BACKCHANNEL,,I guess it's a pretty good camera then
C_SILENT_OR_BACKCHANNEL,,I guess this is pretty advanced
C_SILENT_OR_BACKCHANNEL,,I like it
C_SILENT_OR_BACKCHANNEL,,I said okay
C_SILENT_OR_BACKCHANNEL,,I said uh
C_SILENT_OR_BACKCHANNEL,,I said yeah ok
C_SILENT_OR_BACKCHANNEL,,I say
C_SILENT_OR_BACKCHANNEL,,I say
C_SILENT_OR_BACKCHANNEL,,I say
C_SILENT_OR_BACKCHANNEL,,I say
C_SILENT_OR_BACKCHANNEL,,I say but yeah okay
C_SILENT_OR_BACKCHANNEL,,I say so
C_SILENT_OR_BACKCHANNEL,,I say so
C_SILENT_OR_BACKCHANNEL,,I see
C_SILENT_OR_BACKCHANNEL,,I see
C_SILENT_OR_BACKCHANNEL,,i see
C_SILENT_OR_BACKCHANNEL,,I see
C_SILENT_OR_BACKCHANNEL,,I see AA ok
C_SILENT_OR_BACKCHANNEL,,I see AA ok
C_SILENT_OR_BACKCHANNEL,,I see so this is very nice
C_SILENT_OR_BACKCHANNEL,,I think this is not too bad
C_SILENT_OR_BACKCHANNEL,,IC
C_SILENT_OR_BACKCHANNEL,,IC
C_SILENT_OR_BACKCHANNEL,,IC
C_SILENT_OR_BACKCHANNEL,,IC
C_SILENT_OR_BACKCHANNEL,,ic
C_SILENT_OR_BACKCHANNEL,,IC
C_SILENT_OR_BACKCHANNEL,,IC
C_SILENT_OR_BACKCHANNEL,,IC
C_SILENT_OR_BACKCHANNEL,,IC
C_SILENT_OR_BACKCHANNEL,,IC
C_SILENT_OR_BACKCHANNEL,,IC
C_SILENT_OR_BACKCHANNEL,,IC
C_SILENT_OR_BACKCHANNEL,,IC
C_SILENT_OR_BACKCHANNEL,,IC
C_SILENT_OR_BACKCHANNEL,,IC
C_SILENT_OR_BACKCHANNEL,,IC
C_SILENT_OR_BACKCHANNEL,,ic
C_SILENT_OR_BACKCHANNEL,,IC
C_SILENT_OR_BACKCHANNEL,,IC
C_SILENT_OR_BACKCHANNEL,,IC
C_SILENT_OR_BACKCHANNEL,,IC
C_SILENT_OR_BACKCHANNEL,,IC
C_SILENT_OR_BACKCHANNEL,,IC
C_SILENT_OR_BACKCHANNEL,,IC
C_SILENT_OR_BACKCHANNEL,,IC
C_SILENT_OR_BACKCHANNEL,,IC
C_SILENT_OR_BACKCHANNEL,,IC
C_SILENT_OR_BACKCHANNEL,,IC
C_SILENT_OR_BACKCHANNEL,,IC
C_SILENT_OR_BACKCHANNEL,,IC
C_SILENT_OR_BACKCHANNEL,,IC
C_SILENT_OR_BACKCHANNEL,,IC
C_SILENT_OR_BACKCHANNEL,,IC
C_SILENT_OR_BACKCHANNEL,,IC
C_SILENT_OR_BACKCHANNEL,,ic
C_SILENT_OR_BACKCHANNEL,,IC
C_SILENT_OR_BACKCHANNEL,,IC
C_SILENT_OR_BACKCHANNEL,,IC
C_SILENT_OR_BACKCHANNEL,,Ice Age
C_SILENT_OR_BACKCHANNEL,,interesting
C_SILENT_OR_BACKCHANNEL,,interesting ok
C_SILENT_OR_BACKCHANNEL,,Isis sounds like a really nice cameras have
C_SILENT_OR_BACKCHANNEL,,it seems like a pretty good camera
C_SILENT_OR_BACKCHANNEL,,it's not bad not bad
C_SILENT_OR_BACKCHANNEL,,let me see
C_SILENT_OR_BACKCHANNEL,,let me see
C_SILENT_OR_BACKCHANNEL,,let's see
C_SILENT_OR_BACKCHANNEL,,let's see
C_SILENT_OR_BACKCHANNEL,,let's see
C_SILENT_OR_BACKCHANNEL,,listen to be a very nice camera
C_SILENT_OR_BACKCHANNEL,,looks pretty good
C_SILENT_OR_BACKCHANNEL,,looks very good
C_SILENT_OR_BACKCHANNEL,,nice
C_SILENT_OR_BACKCHANNEL,,not too bad
C_SILENT_OR_BACKCHANNEL,,not too bad
C_SILENT_OR_BACKCHANNEL,,oh I see
C_SILENT_OR_BACKCHANNEL,,oh that's great
C_SILENT_OR_BACKCHANNEL,,oh that's not bad
C_SILENT_OR_BACKCHANNEL,,oh wow its looks nice
C_SILENT_OR_BACKCHANNEL,,oh wow this is awesome all God
C_SILENT_OR_BACKCHANNEL,,oh yeah ok
C_SILENT_OR_BACKCHANNEL,,ok
C_SILENT_OR_BACKCHANNEL,,ok
C_SILENT_OR_BACKCHANNEL,,ok
C_SILENT_OR_BACKCHANNEL,,ok
C_SILENT_OR_BACKCHANNEL,,ok
C_SILENT_OR_BACKCHANNEL,,ok
C_SILENT_OR_BACKCHANNEL,,ok
C_SILENT_OR_BACKCHANNEL,,ok
C_SILENT_OR_BACKCHANNEL,,ok
C_SILENT_OR_BACKCHANNEL,,ok
C_SILENT_OR_BACKCHANNEL,,ok
C_SILENT_OR_BACKCHANNEL,,ok
C_SILENT_OR_BACKCHANNEL,,ok
C_SILENT_OR_BACKCHANNEL,,ok
C_SILENT_OR_BACKCHANNEL,,ok
C_SILENT_OR_BACKCHANNEL,,ok
C_SILENT_OR_BACKCHANNEL,,ok
C_SILENT_OR_BACKCHANNEL,,ok
C_SILENT_OR_BACKCHANNEL,,ok
C_SILENT_OR_BACKCHANNEL,,ok
C_SILENT_OR_BACKCHANNEL,,ok
C_SILENT_OR_BACKCHANNEL,,ok
C_SILENT_OR_BACKCHANNEL,,ok
C_SILENT_OR_BACKCHANNEL,,ok
C_SILENT_OR_BACKCHANNEL,,ok
C_SILENT_OR_BACKCHANNEL,,ok
C_SILENT_OR_BACKCHANNEL,,ok
C_SILENT_OR_BACKCHANNEL,,ok
C_SILENT_OR_BACKCHANNEL,,ok
C_SILENT_OR_BACKCHANNEL,,ok
C_SILENT_OR_BACKCHANNEL,,ok
C_SILENT_OR_BACKCHANNEL,,ok
C_SILENT_OR_BACKCHANNEL,,ok
C_SILENT_OR_BACKCHANNEL,,ok
C_SILENT_OR_BACKCHANNEL,,ok
C_SILENT_OR_BACKCHANNEL,,ok
C_SILENT_OR_BACKCHANNEL,,ok is this camera really nice
C_SILENT_OR_BACKCHANNEL,,ok let me see
C_SILENT_OR_BACKCHANNEL,,ok let me see
C_SILENT_OR_BACKCHANNEL,,ok let's see
C_SILENT_OR_BACKCHANNEL,,ok let's see
C_SILENT_OR_BACKCHANNEL,,ok not too bad not too bad
C_SILENT_OR_BACKCHANNEL,,ok ok
C_SILENT_OR_BACKCHANNEL,,okay
C_SILENT_OR_BACKCHANNEL,,okay
C_SILENT_OR_BACKCHANNEL,,okay
C_SILENT_OR_BACKCHANNEL,,okay
C_SILENT_OR_BACKCHANNEL,,okay
C_SILENT_OR_BACKCHANNEL,,okay
C_SILENT_OR_BACKCHANNEL,,okay
C_SILENT_OR_BACKCHANNEL,,okay
C_SILENT_OR_BACKCHANNEL,,okay
C_SILENT_OR_BACKCHANNEL,,okay
C_SILENT_OR_BACKCHANNEL,,okay
C_SILENT_OR_BACKCHANNEL,,okay
C_SILENT_OR_BACKCHANNEL,,okay
C_SILENT_OR_BACKCHANNEL,,okay
C_SILENT_OR_BACKCHANNEL,,okay
C_SILENT_OR_BACKCHANNEL,,okay
C_SILENT_OR_BACKCHANNEL,,okay
C_SILENT_OR_BACKCHANNEL,,okay
C_SILENT_OR_BACKCHANNEL,,okay
C_SILENT_OR_BACKCHANNEL,,okay
C_SILENT_OR_BACKCHANNEL,,okay
C_SILENT_OR_BACKCHANNEL,,okay
C_SILENT_OR_BACKCHANNEL,,okay
C_SILENT_OR_BACKCHANNEL,,okay
C_SILENT_OR_BACKCHANNEL,,okay
C_SILENT_OR_BACKCHANNEL,,okay
C_SILENT_OR_BACKCHANNEL,,okay good
C_SILENT_OR_BACKCHANNEL,,okay good
C_SILENT_OR_BACKCHANNEL,,okay I say it
C_SILENT_OR_BACKCHANNEL,,okay I say yeah
C_SILENT_OR_BACKCHANNEL,,okay I see
C_SILENT_OR_BACKCHANNEL,,okay I see
C_SILENT_OR_BACKCHANNEL,,okay interesting
C_SILENT_OR_BACKCHANNEL,,okay let me see
C_SILENT_OR_BACKCHANNEL,,okay let's see
C_SILENT_OR_BACKCHANNEL,,okay okay
C_SILENT_OR_BACKCHANNEL,,okay sounds good
C_SILENT_OR_BACKCHANNEL,,okay that sounds good
C_SILENT_OR_BACKCHANNEL,,okay that sounds good
C_SILENT_OR_BACKCHANNEL,,okay that sounds good
C_SILENT_OR_BACKCHANNEL,,okay that sounds good
C_SILENT_OR_BACKCHANNEL,,okay that sounds good too
C_SILENT_OR_BACKCHANNEL,,okay that sounds great
C_SILENT_OR_BACKCHANNEL,,okay that's nice
C_SILENT_OR_BACKCHANNEL,,Okay.
C_SILENT_OR_BACKCHANNEL,,pretty cool
C_SILENT_OR_BACKCHANNEL,,sounds good
C_SILENT_OR_BACKCHANNEL,,sounds good
C_SILENT_OR_BACKCHANNEL,,sounds good
C_SILENT_OR_BACKCHANNEL,,sounds good
C_SILENT_OR_BACKCHANNEL,,sounds great
C_SILENT_OR_BACKCHANNEL,,sounds like a pretty good option
C_SILENT_OR_BACKCHANNEL,,sounds pretty good
C_SILENT_OR_BACKCHANNEL,,that is nice
C_SILENT_OR_BACKCHANNEL,,that looks good
C_SILENT_OR_BACKCHANNEL,,that looks good
C_SILENT_OR_BACKCHANNEL,,that looks very good
C_SILENT_OR_BACKCHANNEL,,that sounds good
C_SILENT_OR_BACKCHANNEL,,that sounds good
C_SILENT_OR_BACKCHANNEL,,that sounds good
C_SILENT_OR_BACKCHANNEL,,that sounds pretty good like a really good camera
C_SILENT_OR_BACKCHANNEL,,that would be nice
C_SILENT_OR_BACKCHANNEL,,that'd be great
C_SILENT_OR_BACKCHANNEL,,that's brilliant
C_SILENT_OR_BACKCHANNEL,,that's good
C_SILENT_OR_BACKCHANNEL,,that's great
C_SILENT_OR_BACKCHANNEL,,that's great
C_SILENT_OR_BACKCHANNEL,,that's great
C_SILENT_OR_BACKCHANNEL,,that's not bad
C_SILENT_OR_BACKCHANNEL,,that's pretty funky
C_SILENT_OR_BACKCHANNEL,,that's the part that sounds good
C_SILENT_OR_BACKCHANNEL,,the picture is very nice
C_SILENT_OR_BACKCHANNEL,,this camera looks good
C_SILENT_OR_BACKCHANNEL,,this camera sounds pretty good
C_SILENT_OR_BACKCHANNEL,,this one also looks kind of good
C_SILENT_OR_BACKCHANNEL,,uh huh I say
C_SILENT_OR_BACKCHANNEL,,uh huh oh yeah
C_SILENT_OR_BACKCHANNEL,,wow
C_SILENT_OR_BACKCHANNEL,,wow
C_SILENT_OR_BACKCHANNEL,,wow that's pretty impressive
C_SILENT_OR_BACKCHANNEL,,wow that's really interesting 
C_SILENT_OR_BACKCHANNEL,,wow that's really nice to you
C_SILENT_OR_BACKCHANNEL,,wow these cameras look so nice
C_SILENT_OR_BACKCHANNEL,,wow this is nice
C_SILENT_OR_BACKCHANNEL,,yeah
C_SILENT_OR_BACKCHANNEL,,yeah
C_SILENT_OR_BACKCHANNEL,,yeah
C_SILENT_OR_BACKCHANNEL,,yeah
C_SILENT_OR_BACKCHANNEL,,yeah actually looks very good
C_SILENT_OR_BACKCHANNEL,,yeah i see
C_SILENT_OR_BACKCHANNEL,,yeah ok
C_SILENT_OR_BACKCHANNEL,,yeah sounds good
C_SILENT_OR_BACKCHANNEL,,yeah that looks good
C_SILENT_OR_BACKCHANNEL,,yeah that's right this is very nice
C_SILENT_OR_BACKCHANNEL,,yeah yeah yeah
C_SILENT_OR_BACKCHANNEL,,yeah yeah yeah
C_SILENT_OR_BACKCHANNEL,,
C_SILENT_OR_BACKCHANNEL,,
C_SILENT_OR_BACKCHANNEL,,
C_SILENT_OR_BACKCHANNEL,,
C_SILENT_OR_BACKCHANNEL,,
C_SILENT_OR_BACKCHANNEL,,
C_SILENT_OR_BACKCHANNEL,,
C_TELL_ME_ABOUT_THIS_CAMERA,,afternoon I'm interested with this camera can you tell me more about it
C_TELL_ME_ABOUT_THIS_CAMERA,,and can you please explain me about the features of this camera
C_TELL_ME_ABOUT_THIS_CAMERA,,are there any other special features about this camera
C_TELL_ME_ABOUT_THIS_CAMERA,,are there any special features for this camera
C_TELL_ME_ABOUT_THIS_CAMERA,,can you explain more about the features
C_TELL_ME_ABOUT_THIS_CAMERA,,Can you explain to me the manual settings for this camera
C_TELL_ME_ABOUT_THIS_CAMERA,,Can you showed it to me
C_TELL_ME_ABOUT_THIS_CAMERA,,Can you tell me more about the features
C_TELL_ME_ABOUT_THIS_CAMERA,,can you tell me more about this camera
C_TELL_ME_ABOUT_THIS_CAMERA,,can you tell me more about this camera
C_TELL_ME_ABOUT_THIS_CAMERA,,Can you tell me more about this preset mode
C_TELL_ME_ABOUT_THIS_CAMERA,,can you tell me more about this technology
C_TELL_ME_ABOUT_THIS_CAMERA,,can you tell me some information about this
C_TELL_ME_ABOUT_THIS_CAMERA,,can you tell me the autofocus
C_TELL_ME_ABOUT_THIS_CAMERA,,could you explain this camera to me
C_TELL_ME_ABOUT_THIS_CAMERA,,could you explain this camera to me
C_TELL_ME_ABOUT_THIS_CAMERA,,could you tell me some of the features for this camera
C_TELL_ME_ABOUT_THIS_CAMERA,,could you tell me some of the features of this Camera
C_TELL_ME_ABOUT_THIS_CAMERA,,could you tell me some of the special features of this camera come out
C_TELL_ME_ABOUT_THIS_CAMERA,,excuse me could you explain this camera to me
C_TELL_ME_ABOUT_THIS_CAMERA,,good afternoon can you tell me about autofocus points on this camera
C_TELL_ME_ABOUT_THIS_CAMERA,,good afternoon can you tell me more about this model
C_TELL_ME_ABOUT_THIS_CAMERA,,hi I'm wondering about the camera
C_TELL_ME_ABOUT_THIS_CAMERA,,I definitely true and that's true maybe can you tell me about the megapixels
C_TELL_ME_ABOUT_THIS_CAMERA,,I notice that there are many features about this miss any explain to me some of the special features
C_TELL_ME_ABOUT_THIS_CAMERA,,I see and can you explain me more of the features on this camera
C_TELL_ME_ABOUT_THIS_CAMERA,,I see and can you tell me more about the features that December has
C_TELL_ME_ABOUT_THIS_CAMERA,,I see I can you please explain me more about the features on this camera
C_TELL_ME_ABOUT_THIS_CAMERA,,I would like to know what are some of the special features found in camera
C_TELL_ME_ABOUT_THIS_CAMERA,,is there anything else I should know about this model
C_TELL_ME_ABOUT_THIS_CAMERA,,Isis right think this is the one that I need can you tell me about the features
C_TELL_ME_ABOUT_THIS_CAMERA,,oh I see I see and can you tell me the price again about this
C_TELL_ME_ABOUT_THIS_CAMERA,,oh that sounds great can you tell me more about it
C_TELL_ME_ABOUT_THIS_CAMERA,,okay and can you please explain me about this I'll pick up soon
C_TELL_ME_ABOUT_THIS_CAMERA,,okay that's very interesting can you tell me a little bit more of the features that this camera has
C_TELL_ME_ABOUT_THIS_CAMERA,,really can you tell me more
C_TELL_ME_ABOUT_THIS_CAMERA,,really tell me more
C_TELL_ME_ABOUT_THIS_CAMERA,,show me the features of this camera
C_TELL_ME_ABOUT_THIS_CAMERA,,so can you tell me a bit about it
C_TELL_ME_ABOUT_THIS_CAMERA,,so is this camera any good
C_TELL_ME_ABOUT_THIS_CAMERA,,tell me more about it
C_TELL_ME_ABOUT_THIS_CAMERA,,tell me more about it
C_TELL_ME_ABOUT_THIS_CAMERA,,that looks good can you tell me more about it
C_TELL_ME_ABOUT_THIS_CAMERA,,this camera looks good can you tell me more about it
C_TELL_ME_ABOUT_THIS_CAMERA,,this one looks good can you tell me about this one
C_TELL_ME_ABOUT_THIS_CAMERA,,what man was the first special special feature for this camera
C_TELL_ME_ABOUT_THIS_CAMERA,,what special features does it have
C_TELL_ME_ABOUT_THIS_CAMERA,,who can you tell me more about this one
C_TELL_ME_ABOUT_THIS_CAMERA,,yeah I never use Cannon before can you tell me a bit about it
C_TELL_ME_ABOUT_THIS_CAMERA,,yeah yeah can you tell me the special features of this camera such as light is over also like you know it's the size and also all the focus point
C_TELL_ME_ABOUT_THIS_CAMERA,,yes can you explain this camera to me
C_THANK_YOU,,a good thank you very much
C_THANK_YOU,,Alright I will think about it thank you very much
C_THANK_YOU,,alright thank you
C_THANK_YOU,,alright thank you
C_THANK_YOU,,alright thank you
C_THANK_YOU,,alright thank you
C_THANK_YOU,,alright thank you very much
C_THANK_YOU,,alright thank you very much
C_THANK_YOU,,alright thanks
C_THANK_YOU,,alright very well thank you very much for your help
C_THANK_YOU,,awesome okay thanks a lot
C_THANK_YOU,,good very good okay thank you very much
C_THANK_YOU,,helpful thank you
C_THANK_YOU,,hey. It's okay good okay thank you very much
C_THANK_YOU,,hm I think I will check back in later thank you very much
C_THANK_YOU,,I could work with something that yeah okay thanks for your help
C_THANK_YOU,,I say ahh right thanks for your help I'll be back then
C_THANK_YOU,,I see kinda makes sense ah ok thanks for help
C_THANK_YOU,,I see ok thank you very much
C_THANK_YOU,,i see ok thanks
C_THANK_YOU,,I see thank you for your help
C_THANK_YOU,,I see thank you very much for the information
C_THANK_YOU,,I see thanks for your help
C_THANK_YOU,,I see thanks for your help
C_THANK_YOU,,I see thanks so much for your help
C_THANK_YOU,,I see thanks very much
C_THANK_YOU,,I see that seems really hard alright thanks very much
C_THANK_YOU,,I see well thank you for your time
C_THANK_YOU,,I think I'll think a little bit more about this model first thank you for your help
C_THANK_YOU,,I will call you if I need your help
C_THANK_YOU,,I will look around again thank you
C_THANK_YOU,,I will think about it then thank you
C_THANK_YOU,,I will think about this thank you
C_THANK_YOU,,I'll take a look around and come back if I wanted to thank you
C_THANK_YOU,,"indeed that will be great, butt hole so think about it and see what I do that anyway thank you very much for your help"
C_THANK_YOU,,it's kind of hard to use thanks very much
C_THANK_YOU,,let me consider thank you
C_THANK_YOU,,oh I see okay thank you for your help
C_THANK_YOU,,oh I see thanks for your help and I'll be in touch
C_THANK_YOU,,oh I see well thank you very much
C_THANK_YOU,,oh okay I see well thank you very much thank you for all your time
C_THANK_YOU,,oh yeah alright well thank you very much for your help
C_THANK_YOU,,oh yeah thank you thank you very much you're very helpful thank you
C_THANK_YOU,,ok cool thank you
C_THANK_YOU,,ok thank you
C_THANK_YOU,,ok thank you
C_THANK_YOU,,ok thank you
C_THANK_YOU,,ok thank you
C_THANK_YOU,,ok thank you
C_THANK_YOU,,ok thank you
C_THANK_YOU,,ok thank you
C_THANK_YOU,,ok thank you
C_THANK_YOU,,ok thank you
C_THANK_YOU,,ok thank you
C_THANK_YOU,,ok thank you
C_THANK_YOU,,ok thank you
C_THANK_YOU,,ok thank you
C_THANK_YOU,,ok thank you
C_THANK_YOU,,ok thank you
C_THANK_YOU,,ok thank you
C_THANK_YOU,,ok thank you
C_THANK_YOU,,ok thank you
C_THANK_YOU,,ok thank you
C_THANK_YOU,,ok thank you
C_THANK_YOU,,ok thank you
C_THANK_YOU,,ok thank you
C_THANK_YOU,,ok thank you
C_THANK_YOU,,ok thank you for your help
C_THANK_YOU,,Ok thank you very much
C_THANK_YOU,,ok thank you very much
C_THANK_YOU,,ok thank you very much
C_THANK_YOU,,ok thank you very much
C_THANK_YOU,,ok thank you very much for your health
C_THANK_YOU,,ok thank you very much for your time
C_THANK_YOU,,ok thank you very much you've been very helpful
C_THANK_YOU,,ok thanks
C_THANK_YOU,,ok thanks
C_THANK_YOU,,ok thanks
C_THANK_YOU,,ok thanks
C_THANK_YOU,,ok thanks
C_THANK_YOU,,ok thanks
C_THANK_YOU,,ok thanks
C_THANK_YOU,,ok thanks for help
C_THANK_YOU,,ok thanks for your help
C_THANK_YOU,,ok you've been very helpful thank you very much anytime
C_THANK_YOU,,okay alright that's good to know thank you thank you thank you very much
C_THANK_YOU,,okay I'll think about it thank you very much
C_THANK_YOU,,okay I'll think about it then thank you very much
C_THANK_YOU,,okay maybe I'll get this one but I'll look around for thank you
C_THANK_YOU,,okay okay okay thank you
C_THANK_YOU,,okay okay thank you very much
C_THANK_YOU,,okay okay thank you very much 
C_THANK_YOU,,okay okay well thank you very much for your help
C_THANK_YOU,,okay sounds good thank you very much
C_THANK_YOU,,okay sounds perfect thank you very much
C_THANK_YOU,,okay thank you
C_THANK_YOU,,okay thank you
C_THANK_YOU,,okay thank you
C_THANK_YOU,,okay thank you
C_THANK_YOU,,okay thank you
C_THANK_YOU,,okay thank you
C_THANK_YOU,,okay thank you
C_THANK_YOU,,okay thank you
C_THANK_YOU,,okay thank you
C_THANK_YOU,,okay thank you
C_THANK_YOU,,okay thank you for time of your insides
C_THANK_YOU,,okay thank you for your help I'll be in touch
C_THANK_YOU,,okay thank you let me think about that
C_THANK_YOU,,okay thank you see you
C_THANK_YOU,,okay thank you so much for the help
C_THANK_YOU,,okay thank you thank you very much
C_THANK_YOU,,okay thank you very much
C_THANK_YOU,,okay thank you very much
C_THANK_YOU,,okay thank you very much
C_THANK_YOU,,okay thank you very much
C_THANK_YOU,,okay thank you very much
C_THANK_YOU,,okay thank you very much
C_THANK_YOU,,okay thank you very much
C_THANK_YOU,,okay thank you very much
C_THANK_YOU,,okay thanks
C_THANK_YOU,,okay thanks
C_THANK_YOU,,okay thanks
C_THANK_YOU,,okay thanks
C_THANK_YOU,,okay thanks
C_THANK_YOU,,okay thanks
C_THANK_YOU,,okay thanks
C_THANK_YOU,,okay thanks
C_THANK_YOU,,okay thanks
C_THANK_YOU,,okay thanks
C_THANK_YOU,,okay thanks a lot
C_THANK_YOU,,okay thanks a lot
C_THANK_YOU,,okay thanks a lot
C_THANK_YOU,,okay thanks for help
C_THANK_YOU,,okay thanks for the help
C_THANK_YOU,,okay thanks very much
C_THANK_YOU,,okay that'll work thank you very much
C_THANK_YOU,,okay that's good thank you very much thank you
C_THANK_YOU,,okay well let me think about that okay thank you very much
C_THANK_YOU,,okay well thank you very much sir I've been very helpful
C_THANK_YOU,,open toucher thanks
C_THANK_YOU,,perfect thank you very much
C_THANK_YOU,,perfect thank you very much for your time
C_THANK_YOU,,seems pretty good I think about that but thank you
C_THANK_YOU,,sweet thanks
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you
C_THANK_YOU,,thank you 
C_THANK_YOU,,thank you all look around
C_THANK_YOU,,thank you for all your help
C_THANK_YOU,,thank you for help
C_THANK_YOU,,thank you for the support
C_THANK_YOU,,thank you for your help
C_THANK_YOU,,thank you for your help
C_THANK_YOU,,thank you for your help
C_THANK_YOU,,thank you for your help
C_THANK_YOU,,thank you for your help
C_THANK_YOU,,thank you for your help
C_THANK_YOU,,thank you for your help
C_THANK_YOU,,thank you for your help
C_THANK_YOU,,thank you for your help
C_THANK_YOU,,thank you for your help
C_THANK_YOU,,thank you for your support
C_THANK_YOU,,thank you for your support
C_THANK_YOU,,thank you for your support
C_THANK_YOU,,thank you for your support
C_THANK_YOU,,thank you for your support
C_THANK_YOU,,thank you for your time
C_THANK_YOU,,thank you for your time
C_THANK_YOU,,thank you for your time
C_THANK_YOU,,thank you for your time
C_THANK_YOU,,thank you so much
C_THANK_YOU,,thank you so much
C_THANK_YOU,,thank you so much
C_THANK_YOU,,thank you so much
C_THANK_YOU,,thank you so much
C_THANK_YOU,,thank you so much
C_THANK_YOU,,thank you so much for your help
C_THANK_YOU,,thank you so much for your time thank you
C_THANK_YOU,,thank you thank you very much
C_THANK_YOU,,thank you very  much
C_THANK_YOU,,thank you very much
C_THANK_YOU,,thank you very much
C_THANK_YOU,,thank you very much
C_THANK_YOU,,thank you very much
C_THANK_YOU,,thank you very much
C_THANK_YOU,,thank you very much
C_THANK_YOU,,thank you very much
C_THANK_YOU,,thank you very much
C_THANK_YOU,,thank you very much
C_THANK_YOU,,thank you very much
C_THANK_YOU,,thank you very much
C_THANK_YOU,,thank you very much
C_THANK_YOU,,thank you very much
C_THANK_YOU,,thank you very much
C_THANK_YOU,,thank you very much
C_THANK_YOU,,thank you very much
C_THANK_YOU,,thank you very much
C_THANK_YOU,,thank you very much
C_THANK_YOU,,thank you very much
C_THANK_YOU,,thank you very much
C_THANK_YOU,,thank you very much
C_THANK_YOU,,thank you very much
C_THANK_YOU,,thank you very much
C_THANK_YOU,,thank you very much
C_THANK_YOU,,thank you very much
C_THANK_YOU,,thank you very much for your help
C_THANK_YOU,,thank you very much for your help
C_THANK_YOU,,thank you very much for your help
C_THANK_YOU,,thank you very much for your help
C_THANK_YOU,,thank you very much for your help
C_THANK_YOU,,thank you very much for your support
C_THANK_YOU,,thank you very much for your time
C_THANK_YOU,,thank you very much free time
C_THANK_YOU,,thank you very much okay thank you
C_THANK_YOU,,thank you very much thank you
C_THANK_YOU,,thank you very much you
C_THANK_YOU,,thank you very much you been very helpful
C_THANK_YOU,,thank you very much you've been very helpful
C_THANK_YOU,,thank you very much you've been very helpful
C_THANK_YOU,,thank you you been very helpful
C_THANK_YOU,,Thanks
C_THANK_YOU,,Thanks
C_THANK_YOU,,thanks
C_THANK_YOU,,thanks
C_THANK_YOU,,thanks
C_THANK_YOU,,thanks
C_THANK_YOU,,thanks
C_THANK_YOU,,thanks
C_THANK_YOU,,thanks
C_THANK_YOU,,thanks
C_THANK_YOU,,thanks
C_THANK_YOU,,thanks
C_THANK_YOU,,thanks
C_THANK_YOU,,thanks
C_THANK_YOU,,thanks
C_THANK_YOU,,thanks
C_THANK_YOU,,thanks a lot for your help
C_THANK_YOU,,thanks for your help
C_THANK_YOU,,thanks for your help
C_THANK_YOU,,thanks for your help anytime
C_THANK_YOU,,thanks so much
C_THANK_YOU,,thanks very much
C_THANK_YOU,,thanks very much
C_THANK_YOU,,that sounds good okay thank you
C_THANK_YOU,,that sounds perfect thank you very much have a good afternoon
C_THANK_YOU,,that would be good thank you very much
C_THANK_YOU,,that'll work thank you
C_THANK_YOU,,that's a definite bonus huh oh thanks for your help I love all the thing
C_THANK_YOU,,that's a lot to think about thank you very much have a good afternoon
C_THANK_YOU,,that's great thank you for your help
C_THANK_YOU,,that's great thank you very much for your help
C_THANK_YOU,,that's impressive thank you for your help
