,SHOPKEEPER_SPEECH,SHOPKEEPER,SPATIAL_STATE,CLUSTER_ID,TYPICAL_VECTOR,INTRACLUSTER_DISTANCE,TSS,IS_BAD_CLUSTER
682,"the price has actually come down since the last model, it's quite a lot cheaper, this camera body is $2000",PROACTIVE,PRESENT_X;CANON,122;PRESENT_X;CANON,-,0.4030768824,,-
1829,"this camera body is $2000 and we have an excellent long range zoom lens that goes from 10 millimeters to 250 millimeters, and that's another $7000",PROACTIVE,PRESENT_X;CANON,122;PRESENT_X;CANON,-,0.4030768824,,-
1794,"this camera body is $2000 and then lenses would be extra, so that would double triple the price of the cameras, if you've had a Canon before, any older lens should work on this camera up to about ten years old",PROACTIVE,PRESENT_X;CANON,122;PRESENT_X;CANON,-,0.4030768824,,-
2431,this camera body is $2000 and then specialist lenses of course I have a brochure about those and you'll be able to read through that,PROACTIVE,PRESENT_X;CANON,122;PRESENT_X;CANON,-,0.4030768824,,-
1799,you can see it's about a third the weight,PROACTIVE,PRESENT_X;SONY,123;PRESENT_X;SONY,-,0.5307458341,,-
4765,yes this weight it weighs half the Canon which is 950 grams,PASSIVE,PRESENT_X;SONY,123;PRESENT_X;SONY,*,0.5307458341,,-
3411,"It shoots up to 6400 iso, very little noise and a full frame sensor",PASSIVE,PRESENT_X;CANON,124;PRESENT_X;CANON,-,0.5311265859,,-
3291,It shoots up to 6400 ISO with very little noise,PASSIVE,PRESENT_X;CANON,124;PRESENT_X;CANON,-,0.5311265859,,-
2636,the iso performance for this it has up to 6400 and he has very little noise,PASSIVE,PRESENT_X;CANON,124;PRESENT_X;CANON,-,0.5311265859,,-
588,the ISO here goes up to 6400 and with the sensory it uses there is very little noise at that rating,PROACTIVE,PRESENT_X;CANON,124;PRESENT_X;CANON,-,0.5311265859,,-
4139,the ISO is like 6400 with very little noise,PASSIVE,PRESENT_X;CANON,124;PRESENT_X;CANON,-,0.5311265859,,-
4294,this one goes up to 6400 iso with very little noise,PASSIVE,PRESENT_X;CANON,124;PRESENT_X;CANON,-,0.5311265859,,-
4759,"the iso is very high, it goes up to 6400 ISO with very little noise and also it has up to 30 seconds of exposure",PASSIVE,PRESENT_X;CANON,124;PRESENT_X;CANON,-,0.5311265859,,-
4270,this one has up to 6400 iso with very little noise,PASSIVE,PRESENT_X;CANON,124;PRESENT_X;CANON,-,0.5311265859,,-
4197,"yes we actually do please follow me, this one goes up to 6400 ISO with very little noise",PASSIVE,PRESENT_X;CANON,124;PRESENT_X;CANON,-,0.5311265859,,-
3299,It shoots up to 6400 ISO with very little noise,PASSIVE,PRESENT_X;CANON,124;PRESENT_X;CANON,*,0.5311265859,,-
4536,it goes up to 6400 ISO and for that iso level it has very little noise,PASSIVE,PRESENT_X;CANON,124;PRESENT_X;CANON,-,0.5311265859,,-
2777,It goes up 6400 ISO with very little noise,PASSIVE,PRESENT_X;CANON,124;PRESENT_X;CANON,-,0.5311265859,,-
3570,It has 6400 ISO with very little noise,PASSIVE,PRESENT_X;CANON,124;PRESENT_X;CANON,-,0.5311265859,,-
1532,no problem is my business card,PROACTIVE,PRESENT_X;NIKON,125;PRESENT_X;NIKON,*,0.521629956,,-
1561,no problem here is my business card it will be pleasure to deal with you again,PROACTIVE,PRESENT_X;NIKON,125;PRESENT_X;NIKON,-,0.521629956,,-
1253,excellent thank you for your business,PROACTIVE,PRESENT_X;NIKON,125;PRESENT_X;NIKON,-,0.521629956,,-
2101,over here we have the Canon 5d mark 3 and it's a full professional camera so it's used often in photojournalism and fashion shoots,PROACTIVE,PRESENT_X;CANON,126;PRESENT_X;CANON,-,0.4368730121,,-
1936,"Over here we have the Canon photojournalism camera, which is also very extensively used in fashion photography, it has a lot of science applications",PROACTIVE,PRESENT_X;CANON,126;PRESENT_X;CANON,*,0.4368730121,,-
1260,"we haven't talked in photojournalism camera it's four times the price of the camera I just showed you, it can do everything creatively you might want to do",PROACTIVE,PRESENT_X;CANON,126;PRESENT_X;CANON,-,0.4368730121,,-
1816,can I ask what software you use,PROACTIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,*,0.5401562452,,-
1075,the high resolution JPEG files so lightroom or any of those software packages should be able to edit it just fine,PROACTIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.5401562452,,-
1527,"very limited on this camera you can tweak your photos a little bit so that they'll be lighter or darker, you can do some manual focusing but that's all through a menu, the camera is designed be automatic, point and shoot",PROACTIVE,PRESENT_X;NIKON,128;PRESENT_X;NIKON,-,0.3062470203,,-
1363,"in this camera there is a very limited menu settings, there's a chance maybe to set the focus, but that's about all that, set the focus and adjust exposure, darker a little bit lighter a little bit, if you want manual settings that's a very big jump in price",PROACTIVE,PRESENT_X;NIKON,128;PRESENT_X;NIKON,-,0.3062470203,,-
1378,"always you will see it's got a flip out screen, turn it around and you can see what your pointing at there and it's a little bit clumsy designed to work with a selfie stick but you'll see yourself in your building you know the way you do with them when you hold the camera out here like this",PROACTIVE,PRESENT_X;NIKON,128;PRESENT_X;NIKON,-,0.3062470203,,-
144,it also allows a certain amount of retouching so if something goes a little bit wrong like the background is too bright you can fix that in the camera,PROACTIVE,PRESENT_X;NIKON,128;PRESENT_X;NIKON,-,0.3062470203,,-
1863,"It's similar to your phone, they'll be inside a menu, it's a touch screen and then you have to work through those, they are very limited like the photo little bit dark or light and some limited focus control, mostly it's easy it's just leave it alone",PROACTIVE,PRESENT_X;NIKON,128;PRESENT_X;NIKON,-,0.3062470203,,-
94,it has a zoom lens as well so if you want that little bit of extra help to make the frame look a little tidier it can do that,PROACTIVE,PRESENT_X;NIKON,128;PRESENT_X;NIKON,-,0.3062470203,,-
2030,it's got limited manual settings so you'll be able to make the picture a little bit lighter or a little bit darker but not too much else,PROACTIVE,PRESENT_X;NIKON,128;PRESENT_X;NIKON,*,0.3062470203,,-
1927,Is he promoter himself recording his events or is he actually trying to work the photographer and use them in his marketing,PROACTIVE,PRESENT_X;SONY,129;PRESENT_X;SONY,-,0.3936340809,,-
2554,"with the right lens on it you will get a really crisp shot, it's got a three-quarters sized sensor which doesn't mean it's smaller, it's more accurate the most sensor that's out on the market",PROACTIVE,PRESENT_X;SONY,129;PRESENT_X;SONY,-,0.3936340809,,-
911,"it's only the price system really well at this point in the market, other manufacturers still have to catch up",PROACTIVE,PRESENT_X;SONY,129;PRESENT_X;SONY,*,0.3936340809,,-
785,the sony is $550 but the Nikon is only $68,PROACTIVE,PRESENT_X;NIKON,12;PRESENT_X;NIKON,*,0.2754293251,,-
4762,"basically every camera has its own characteristic, the one that I have shown you just now it's a DSLR camera, it's meant for a professional photographer, if you're new in photography, the sony one is good for you because a comes with manual settings as well, if you're just looking for a good shot then this is the best camera for you",PASSIVE,PRESENT_X;NIKON,12;PRESENT_X;NIKON,-,0.2754293251,,-
795,"that depends on the use, how you are going to use it, the Sony camera over there is designed to take pictures that are almost as good as a top end professional camera",PROACTIVE,PRESENT_X;NIKON,12;PRESENT_X;NIKON,-,0.2754293251,,-
4763,i think the sony one is better,PASSIVE,PRESENT_X;NIKON,12;PRESENT_X;NIKON,-,0.2754293251,,-
741,"it's an excellent Brand and generally Nikon are more Cooperative with retailers , better customer service than Sony, Sony has had some customer issues lately",PROACTIVE,PRESENT_X;NIKON,12;PRESENT_X;NIKON,-,0.2754293251,,-
4138,"Yes this is the best camera we have in our store, basically it has really high iso for nighttime shooting, also you can control the exposure up to 30 seconds and also it has a full frame sensor",PASSIVE,PRESENT_X;CANON,130;PRESENT_X;CANON,-,0.4150492549,,-
3329,"This one is the best camera we have, it has a full frame sensor, a really high ISO and full manual control",PASSIVE,PRESENT_X;CANON,130;PRESENT_X;CANON,-,0.4150492549,,-
3370,"Sure please follow me, this is the best pro camera we have, it is a full frame camera",PASSIVE,PRESENT_X;CANON,130;PRESENT_X;CANON,-,0.4150492549,,-
3289,"yes we do please follow me, this one is the best camera we have, it has fully manual settings",PASSIVE,PRESENT_X;CANON,130;PRESENT_X;CANON,*,0.4150492549,,-
3243,"I can show you this, this one is the best camera we have, you can control the manual settings fully",PASSIVE,PRESENT_X;CANON,130;PRESENT_X;CANON,-,0.4150492549,,-
3743,"this is the best camera that we have, it's a canon eos 5d, it's a DSLR camera with a full frame sensor",PASSIVE,PRESENT_X;CANON,130;PRESENT_X;CANON,-,0.4150492549,,-
2702,that one's $2000 and this one is a professional camera with manual setting,PASSIVE,PRESENT_X;CANON,131;PRESENT_X;CANON,-,0.442730695,,-
3547,this one is a DSLR camera which come with a full manual settings,PASSIVE,PRESENT_X;CANON,131;PRESENT_X;CANON,-,0.442730695,,-
1405,it is a top end professional camera with full manual settings and a high ISO we do have an alternative that doesn't have such a high ISO and still takes great pictures,PROACTIVE,PRESENT_X;CANON,131;PRESENT_X;CANON,-,0.442730695,,-
3298,this one is a full frame camera with a full manual settings and very high ISO,PASSIVE,PRESENT_X;CANON,131;PRESENT_X;CANON,*,0.442730695,,-
459,this corner of the Shelf in this camera he is designed to take photographs as good as top and cameras that thing that simple to use,PROACTIVE,PRESENT_X;SONY,132;PRESENT_X;SONY,*,0.2006920781,,-
2516,"it's half a kilogram, the other camera is only 120 grams but it is designed to be very quick point and shoot sociable camera, this has a lot more construction in it if you''re like to give you that manual control also the separate adds a lot of weight",PROACTIVE,PRESENT_X;SONY,132;PRESENT_X;SONY,-,0.2006920781,,-
1708,"Hm that's tough, most wedding photographers would normally go with this camera over here, but you're not looking at making money as a wedding photographer?",PROACTIVE,PRESENT_X;SONY,132;PRESENT_X;SONY,-,0.2006920781,,-
634,this cameras designed to take top end style professional photographs but at a price so you're giving up some flexibility for that,PROACTIVE,PRESENT_X;SONY,132;PRESENT_X;SONY,-,0.2006920781,,-
2179,"it's only half a kilogram, and the saving is in the mirror and mirror mechanism because it has fewer parts inside but the electronics are such that it still looks like it's top end photograph",PROACTIVE,PRESENT_X;SONY,132;PRESENT_X;SONY,-,0.2006920781,,-
1664,"For the picture quality It's very light camera, this one is designs without all that the heavy glass inside the body, it's a mirrorless",PROACTIVE,PRESENT_X;SONY,132;PRESENT_X;SONY,-,0.2006920781,,-
1976,"It weighs 470 grams, about one and half pounds so it still feels heavy but mostly that's processing and some of the glasses in there, so while we call it mirrorless, it still has a lot of quite heavy components to guarantee the quality and the build and of the photograph",PROACTIVE,PRESENT_X;SONY,132;PRESENT_X;SONY,-,0.2006920781,,-
2322,do you like to take some manual control into your photograph so really point and shoot and have just keep having fun,PROACTIVE,PRESENT_X;SONY,132;PRESENT_X;SONY,-,0.2006920781,,-
1889,You see the lever here is the optical zoom so if you press that you can see how your framing changes as you zoom in and zoom out,PROACTIVE,PRESENT_X;NIKON,133;PRESENT_X;NIKON,-,0.3574825271,,-
2026,Let's give it a go take it take a picture if you like can you see this lever here is your optical zoom zoom in and out end see you gonna five times range,PROACTIVE,PRESENT_X;NIKON,133;PRESENT_X;NIKON,-,0.3574825271,,-
1861,"The lever over here is the optical zoom, so if you remove that forwards and backwards you see how your framing changes",PROACTIVE,PRESENT_X;NIKON,133;PRESENT_X;NIKON,-,0.3574825271,,-
1501,it has an optical zoom button as well so if you use this lever here you can zoom in and out of the picture,PROACTIVE,PRESENT_X;NIKON,133;PRESENT_X;NIKON,-,0.3574825271,,-
1693,"Here is the optical zoom so if you flick that one way or the other, you can see the difference it makes on your framing",PROACTIVE,PRESENT_X;NIKON,133;PRESENT_X;NIKON,-,0.3574825271,,-
2160,Just here is the optical zoom lever so you can see how that zooms in and out,PROACTIVE,PRESENT_X;NIKON,133;PRESENT_X;NIKON,-,0.3574825271,,-
2215,"Just quickly try to take a picture with it it, give it a zoom backwards and forwards, its a 5 x optical zoom so you can see that effect there",PROACTIVE,PRESENT_X;NIKON,133;PRESENT_X;NIKON,-,0.3574825271,,-
1528,"yes it is and take some more pictures with it, you will see this lever here works the optical zoom, so the number is a five times but you can see just as you zoom backwards and forwards it has a effect on the framing",PROACTIVE,PRESENT_X;NIKON,133;PRESENT_X;NIKON,-,0.3574825271,,-
2018,you'll also see there is an optical zoom lever just here that can adjust your framing,PROACTIVE,PRESENT_X;NIKON,133;PRESENT_X;NIKON,-,0.3574825271,,-
2386,that's for the optical zoom so if you got the camera and just move that lever to and fro and you can see the zoom in and out of the picture and it keeps the same consistent quality right through the zoom,PROACTIVE,PRESENT_X;NIKON,133;PRESENT_X;NIKON,-,0.3574825271,,-
1605,This lever here is the optical zoom so if you push it one way or the other just see how that goes,PROACTIVE,PRESENT_X;NIKON,133;PRESENT_X;NIKON,*,0.3574825271,,-
1554,"Take a picture with it if you like, this lever here is the optical zoom so you can see the effect it has on your picture too",PROACTIVE,PRESENT_X;NIKON,133;PRESENT_X;NIKON,-,0.3574825271,,-
1492,have another go try this lever here for the zoom and you can just see how it works and how much range you can have with that,PROACTIVE,PRESENT_X;NIKON,133;PRESENT_X;NIKON,-,0.3574825271,,-
710,okay we'll set up with one of those and a tripod and just take your time,PROACTIVE,FACE_TO_FACE;NONE,134;FACE_TO_FACE;NONE,-,0.5582797825,,-
549,okay thank you for your time have a good afternoon to you,PROACTIVE,FACE_TO_FACE;NONE,134;FACE_TO_FACE;NONE,*,0.5582797825,,-
683,the top end professional camera that come in Black,PROACTIVE,PRESENT_X;CANON,135;PRESENT_X;CANON,-,0.401666834,,-
584,just checking you are a professional camera you have used top end cameras,PROACTIVE,PRESENT_X;CANON,135;PRESENT_X;CANON,-,0.401666834,,-
626,if the top end professional camera comes in Black,PROACTIVE,PRESENT_X;CANON,135;PRESENT_X;CANON,*,0.401666834,,-
643,this is designed to be a top end professional cameras,PROACTIVE,PRESENT_X;CANON,135;PRESENT_X;CANON,-,0.401666834,,-
470,yes this is a top end professional camera it's a little bit scary in some ways very complex,PROACTIVE,PRESENT_X;CANON,135;PRESENT_X;CANON,-,0.401666834,,-
842,are you used to using a top end professional camera?,PROACTIVE,PRESENT_X;CANON,135;PRESENT_X;CANON,-,0.401666834,,-
668,"this is a top end professional camera, it's very complex very heavy takes beautiful pictures but it's designed for top end professional",PROACTIVE,PRESENT_X;CANON,135;PRESENT_X;CANON,-,0.401666834,,-
333,it is a very complicated camera in many ways it's a top end professional camera,PROACTIVE,PRESENT_X;CANON,135;PRESENT_X;CANON,-,0.401666834,,-
1752,it's a top end professional camera so what you see is what you get,PROACTIVE,PRESENT_X;CANON,135;PRESENT_X;CANON,-,0.401666834,,-
1979,of course,PROACTIVE,PRESENT_X;CANON,136;PRESENT_X;CANON,*,0.5864675939,,-
2247,"of course the next step up from this camera is a full photo journalism camera basically and it's used in fashion and scientific research, please this is the body only pick it up and you'll see straight away it weighs a full kilogram",PROACTIVE,PRESENT_X;CANON,136;PRESENT_X;CANON,-,0.5864675939,,-
3959,"this one is a DSLR camera, it only have manual settings so you have to set for instance, the aperture shutter speed each time you want to take pictures with",PASSIVE,PRESENT_X;CANON,137;PRESENT_X;CANON,-,0.5253127515,,-
4781,no that one for DSLR and it's really heavy,PASSIVE,PRESENT_X;CANON,137;PRESENT_X;CANON,*,0.5253127515,,-
2243,"this camera can do both, it's got a really good simple manual settings that you can set or you can set it up so it's basically point and shoot, it has beautiful pictures almost as good as a top end camera",PROACTIVE,PRESENT_X;SONY,138;PRESENT_X;SONY,-,0.3189984516,,-
1156,"this camera takes really beautiful pictures as good as a top end camera with some compromises, it's $550, but if you are mostly take social pictures from family and friends maybe you want something smaller, lighter, that's designed for those spontaneous moments",PROACTIVE,PRESENT_X;SONY,138;PRESENT_X;SONY,-,0.3189984516,,-
